age,profession,martial_status,education,house,loan,gender,ava_bal,assets,car,bike,fraud
30,4,0,2,1,0,1,8280,35344,1,0,1
26,4,0,0,0,0,1,5995,17018,0,0,0
28,6,0,0,1,0,0,5210,19377,0,0,1
63,1,1,2,1,0,1,11798,670,0,0,1
53,2,1,2,1,0,0,7067,5445,0,1,1
44,6,2,1,1,1,0,1350,5745,0,0,0
26,6,0,0,0,0,1,15519,22676,0,0,0
57,3,1,2,1,1,1,28126,13860,0,1,1
60,1,1,1,1,1,0,13506,23520,1,0,0
54,1,2,2,1,1,1,47711,33115,0,0,0
50,7,2,1,1,1,0,33674,18455,1,1,1
51,4,2,1,1,0,1,25930,33052,1,0,0
39,5,1,1,1,1,1,30105,29212,0,0,0
65,1,2,1,1,0,1,25688,32786,1,1,0
38,7,1,2,1,0,0,23987,7486,1,0,1
43,5,1,1,1,0,1,30731,18078,1,1,0
29,4,0,0,1,0,1,26830,35801,0,1,1
57,1,1,2,1,0,0,20200,25976,0,1,0
40,6,1,2,1,0,1,1101,21407,1,1,0
29,4,0,0,1,0,0,26318,33811,0,0,1
62,2,1,1,1,0,1,27010,26718,0,1,0
41,6,1,2,1,1,0,29682,18047,1,1,0
60,3,2,2,1,1,0,41461,34042,1,0,0
49,6,1,2,1,1,1,4321,8498,1,1,0
31,6,1,2,1,0,0,26585,19360,1,0,1
53,2,2,2,1,0,1,38293,49425,1,0,0
51,7,2,1,1,0,0,43306,8150,1,0,1
44,6,1,2,1,0,1,48858,29720,0,0,0
60,1,1,1,1,0,0,38965,48133,0,1,1
62,1,1,1,1,0,1,22224,34114,1,0,1
38,6,2,2,1,0,0,12189,7664,0,1,1
38,7,1,1,1,0,1,94,37108,0,0,0
29,4,0,0,1,0,0,16,16354,1,1,0
23,7,0,0,0,0,1,22407,7753,1,0,1
62,1,2,1,1,1,1,22547,46392,1,0,0
23,4,0,0,0,0,0,32064,33119,0,1,1
65,2,2,1,1,0,0,39076,3514,1,0,0
28,7,0,0,1,1,0,42050,10734,1,1,0
61,2,2,1,1,0,1,11762,17680,0,0,0
38,5,2,1,1,1,1,42376,27765,0,0,1
33,6,2,2,1,0,1,7445,1162,0,0,0
29,7,0,0,1,1,0,31178,48157,0,0,1
22,4,0,0,0,1,1,10290,24172,1,0,0
34,4,2,1,1,1,0,41948,15371,0,0,0
52,1,1,1,1,1,0,2098,45757,1,0,1
20,7,0,0,0,1,0,28915,21106,0,0,1
58,1,1,1,1,1,0,10665,21761,0,1,1
22,4,0,0,0,1,0,4458,36542,0,1,1
43,7,1,1,1,0,0,200,44910,1,0,1
57,3,2,1,1,0,0,31271,25382,0,0,0
57,3,1,1,1,0,1,23555,26710,0,0,1
42,5,2,2,1,0,1,11591,32720,1,0,0
39,5,1,2,1,1,0,7911,33911,1,1,1
42,6,2,2,1,0,0,41097,32482,1,1,0
64,3,2,1,1,1,1,4839,45311,0,1,0
52,3,2,2,1,1,1,14040,23989,1,0,0
22,4,0,0,0,0,1,23684,2012,0,1,1
39,4,1,2,1,1,0,27556,4672,1,1,1
47,5,1,1,1,0,1,17490,3696,1,0,0
35,5,1,1,1,0,0,10780,10920,1,1,1
41,7,2,1,1,0,1,26279,27795,0,1,0
32,7,1,1,1,0,1,10098,31960,0,1,0
29,5,0,0,1,0,0,47160,18398,1,1,1
23,7,0,0,0,0,1,48299,41257,0,0,1
20,4,0,0,0,0,0,29823,31273,1,0,0
41,4,2,2,1,1,1,48417,10116,1,0,0
31,4,1,2,1,1,0,6497,37228,1,0,1
55,2,2,1,1,0,0,17793,41821,1,1,1
55,3,1,1,1,0,0,41695,38327,0,1,1
51,6,1,2,1,1,1,13284,29302,0,0,0
65,2,1,2,1,0,1,45198,42269,1,0,0
23,4,0,0,0,1,1,32184,38847,1,1,0
40,7,1,2,1,0,0,31857,23303,1,0,1
25,7,0,0,0,0,0,3872,8330,0,1,0
53,2,2,1,1,1,1,29829,32240,0,1,1
39,4,2,1,1,1,0,14493,1030,0,1,1
58,3,2,1,1,1,0,46801,41137,1,1,0
56,2,1,2,1,1,0,26497,6033,0,1,1
48,5,1,1,1,1,0,3805,37272,0,0,1
26,4,0,0,0,1,0,47302,44439,0,1,1
54,3,2,1,1,0,0,35408,48998,1,0,1
61,2,2,2,1,0,0,19576,35069,0,0,1
43,4,2,1,1,0,0,28781,14680,1,0,1
23,4,0,0,0,1,1,43886,57,0,1,0
45,4,2,2,1,1,1,3101,27830,0,0,0
33,7,2,1,1,0,1,14508,27813,0,1,1
22,6,0,0,0,0,0,28897,6670,1,1,0
22,7,0,0,0,1,0,3674,30848,0,0,0
31,4,1,2,1,0,1,41444,25424,0,1,1
46,7,1,1,1,0,1,10421,9197,0,0,1
41,7,2,1,1,0,0,24131,31212,1,1,1
29,6,0,0,1,1,0,4666,6535,1,0,1
63,2,2,1,1,0,0,45964,9643,1,0,0
60,1,2,1,1,0,0,24170,49032,1,1,0
64,1,1,1,1,1,1,15924,18451,1,1,0
39,7,1,2,1,1,0,26815,26517,0,1,1
46,6,1,2,1,0,1,19090,35111,0,0,1
64,1,1,2,1,0,1,46187,45178,1,1,0
62,1,2,1,1,1,0,13115,41630,1,1,0
60,1,1,1,1,0,1,13254,1231,0,0,1
49,4,2,2,1,0,1,28099,11326,0,0,1
23,4,0,0,0,1,1,37062,29296,0,0,1
27,4,0,0,1,0,0,47978,30431,0,0,0
24,6,0,0,0,1,1,36779,11448,0,0,1
42,7,2,2,1,0,0,36682,18257,1,0,1
34,6,2,1,1,1,0,6325,39077,1,1,0
56,2,2,2,1,1,1,26787,6406,0,0,0
50,4,1,2,1,0,1,28630,18148,1,0,1
26,4,0,0,0,1,1,40239,31620,0,1,1
50,5,2,2,1,1,1,20608,31537,0,1,1
51,7,2,1,1,1,1,31984,35184,1,0,1
36,6,2,1,1,0,0,43125,40431,0,0,1
57,2,1,2,1,0,1,38538,35928,1,1,0
35,4,1,1,1,0,1,46898,42240,0,0,0
65,1,1,1,1,1,1,7806,11968,0,0,1
48,7,1,1,1,0,1,9539,13260,0,0,1
32,5,1,2,1,1,1,38524,46937,1,1,0
56,1,1,1,1,0,0,29681,46250,1,1,0
63,2,2,2,1,0,1,39901,27434,0,0,0
63,1,1,2,1,1,0,25309,23386,1,0,0
21,5,0,0,0,0,1,37678,29037,0,0,1
57,1,2,2,1,1,0,11893,43598,0,0,0
53,3,2,2,1,0,0,1847,2694,1,1,1
35,5,2,1,1,0,1,21172,12331,1,0,1
55,3,1,2,1,0,0,5787,24273,0,0,0
32,4,1,2,1,1,1,12815,36816,1,0,1
61,1,1,1,1,1,1,41470,23639,1,0,0
65,3,2,2,1,1,1,22957,35517,0,0,1
52,1,1,2,1,0,1,10990,49159,0,0,0
41,7,1,1,1,0,0,17131,49031,0,0,1
62,3,1,2,1,0,1,37561,29873,1,0,0
49,7,2,1,1,0,0,15208,42075,1,1,1
39,5,2,2,1,1,1,38366,44648,1,1,0
64,3,2,1,1,0,1,20498,31376,1,0,0
49,6,1,1,1,0,1,30221,29393,0,1,0
41,4,2,2,1,0,0,22809,24009,1,1,0
39,6,1,1,1,0,1,10518,25209,0,1,0
24,6,0,0,0,1,0,4324,49337,1,1,1
39,6,1,2,1,1,1,33171,22654,1,0,0
26,5,0,0,0,0,1,33214,35235,1,0,0
20,7,0,0,0,0,1,27886,41196,1,1,0
34,4,1,1,1,0,0,23768,20408,1,0,0
21,4,0,0,0,0,0,858,42061,0,1,1
59,2,1,1,1,0,0,14035,4071,0,1,1
39,6,2,2,1,1,1,49388,31943,1,0,0
64,2,2,2,1,0,1,36300,45231,0,1,0
61,2,1,1,1,1,1,44112,28322,0,0,1
28,7,0,0,1,1,1,16429,28049,1,1,1
23,4,0,0,0,1,1,21329,28735,0,1,0
29,7,0,0,1,1,0,6973,29157,1,0,0
24,7,0,0,0,1,1,9038,2663,0,1,0
30,6,0,2,1,0,0,24073,5011,0,1,1
40,7,1,1,1,1,0,33536,15255,0,1,0
65,1,1,1,1,1,1,31399,40919,1,1,0
27,7,0,0,1,0,1,29289,19723,1,1,1
56,1,2,2,1,1,1,49712,41690,1,1,0
61,3,2,1,1,0,0,16981,13977,0,1,1
20,5,0,0,0,1,1,35829,44122,1,1,1
40,4,2,2,1,1,1,38664,19885,1,1,0
45,6,2,2,1,1,1,9809,46099,0,0,0
55,2,2,2,1,0,1,36875,6495,1,0,1
44,7,2,2,1,1,1,2813,7744,0,1,0
40,6,2,1,1,1,1,9266,39931,0,1,0
50,6,1,2,1,1,0,6299,3568,1,1,1
58,3,2,2,1,0,1,7880,21918,1,0,0
22,4,0,0,0,1,1,17327,13421,1,1,1
53,2,1,1,1,0,0,30878,10216,0,0,0
29,4,0,0,1,1,0,4089,9959,0,0,0
54,3,1,1,1,1,0,5533,16227,0,0,1
53,2,2,2,1,1,1,27118,38696,1,1,1
53,2,2,1,1,0,1,10870,20183,0,0,0
34,4,1,2,1,0,0,44042,8434,1,0,1
50,5,2,1,1,0,1,43993,3676,0,0,0
42,4,2,2,1,0,0,26372,19444,1,1,0
62,3,2,2,1,0,0,2481,22314,0,1,1
52,2,2,2,1,1,0,48929,23630,0,0,0
22,7,0,0,0,1,1,13538,28894,0,1,0
65,1,2,1,1,0,0,22776,37676,1,0,0
47,4,1,1,1,1,1,48067,41023,0,0,1
28,7,0,0,1,0,0,2506,9289,1,1,1
58,3,2,2,1,0,1,43471,19979,0,1,1
41,6,2,1,1,0,0,44692,24740,0,1,0
65,1,2,2,1,0,0,16279,15794,1,0,1
35,7,1,2,1,0,0,16483,49291,1,1,1
35,4,2,1,1,1,1,43468,46614,0,1,0
30,6,0,1,1,0,1,31484,23997,1,0,1
37,5,1,1,1,1,0,46252,21570,1,0,1
51,5,1,2,1,1,1,34736,31178,0,0,0
37,4,1,2,1,1,0,37255,21440,0,1,1
54,3,1,2,1,1,0,3894,12699,0,0,0
49,7,2,2,1,0,1,37501,47432,1,1,0
29,5,0,0,1,0,0,11370,14203,1,1,0
43,7,1,2,1,0,1,1979,39536,0,1,1
55,2,2,2,1,0,1,20227,6471,0,0,0
62,3,1,1,1,1,0,37532,46704,0,1,0
48,7,2,1,1,0,0,21188,10330,1,1,0
27,4,0,0,1,0,1,27050,13505,0,1,1
32,6,1,1,1,1,1,31856,17580,1,1,1
35,6,1,1,1,0,0,13941,9828,1,0,0
52,3,1,2,1,0,1,5690,6852,0,1,1
25,7,0,0,0,0,1,29039,19549,0,0,1
22,4,0,0,0,0,0,24541,16024,0,0,1
58,1,1,2,1,0,1,34830,15636,1,1,1
22,4,0,0,0,1,0,36584,21584,1,0,0
58,3,2,1,1,0,1,28947,20485,1,0,0
35,4,2,2,1,0,1,49989,23206,1,0,1
52,3,1,2,1,1,0,41958,41542,1,1,0
65,2,1,2,1,0,1,49141,21325,1,0,0
52,3,2,1,1,0,0,15387,6311,1,1,0
57,3,1,1,1,0,0,16575,5486,0,1,1
49,5,1,1,1,1,0,33214,35446,0,1,1
31,4,1,1,1,1,0,36687,18125,0,1,1
46,7,2,1,1,1,1,34758,14390,0,0,1
26,6,0,0,0,0,0,1593,28926,1,1,0
60,2,2,1,1,0,1,30357,946,0,1,0
53,3,1,1,1,0,0,8841,36081,1,0,0
28,4,0,0,1,0,1,14713,18987,0,0,1
62,2,2,2,1,1,1,13952,3359,1,1,1
37,6,1,1,1,0,0,41286,13577,1,1,0
63,1,1,1,1,0,0,39998,39606,1,1,1
21,5,0,0,0,0,0,36833,23308,1,0,1
55,3,1,2,1,0,1,23755,39676,0,1,1
28,4,0,0,1,0,1,43138,16093,1,1,1
59,3,1,1,1,0,0,42525,37954,0,0,1
55,1,1,2,1,0,1,21727,23865,0,1,1
32,7,2,1,1,0,1,40032,30533,1,1,1
24,5,0,0,0,1,0,17961,6461,0,1,0
24,4,0,0,0,0,0,18477,48206,1,0,0
25,7,0,0,0,1,1,37965,26586,1,0,0
41,4,2,1,1,0,1,24309,25368,1,0,1
42,6,1,1,1,0,0,6329,38328,0,0,1
34,6,2,2,1,1,0,7072,39732,1,0,0
65,2,1,2,1,0,0,18360,2161,1,1,0
29,7,0,0,1,0,0,27961,1130,0,0,0
27,7,0,0,1,0,1,43696,18762,0,0,0
37,7,1,1,1,0,1,8225,15231,1,1,1
29,6,0,0,1,0,0,30857,24913,0,0,0
63,2,1,1,1,0,0,45472,34352,0,1,1
49,7,2,2,1,0,1,26312,20786,1,0,1
29,4,0,0,1,1,1,47355,45056,1,0,0
42,7,2,2,1,0,1,20682,9753,0,1,1
22,7,0,0,0,0,1,40429,43160,1,1,0
21,7,0,0,0,0,0,46758,3728,1,0,0
39,7,1,2,1,1,0,49458,35820,1,1,1
27,7,0,0,1,0,0,8782,37406,1,0,0
46,6,2,2,1,0,1,46223,37534,1,0,1
65,1,2,2,1,0,0,2455,8250,0,0,0
63,2,2,2,1,1,0,32469,40237,0,1,1
27,5,0,0,1,1,0,35443,47736,0,0,0
43,6,1,2,1,0,0,2519,37550,0,0,0
31,7,1,1,1,1,1,35176,22780,1,0,1
57,2,1,2,1,0,1,27260,4189,0,0,1
49,6,2,1,1,1,0,17908,14849,0,1,0
61,2,2,2,1,1,0,17597,41431,1,0,1
62,3,1,2,1,1,0,9757,4889,1,1,0
44,5,2,1,1,0,0,16755,48883,1,0,1
55,2,2,1,1,1,1,11198,3320,0,0,1
64,2,2,2,1,1,1,5672,31156,1,1,1
23,7,0,0,0,1,0,48501,14646,0,0,0
61,3,1,1,1,1,0,18894,15679,1,1,0
36,4,2,2,1,1,0,46191,5827,0,0,1
42,5,1,1,1,0,0,1845,1896,1,0,0
49,4,2,2,1,0,1,46497,34565,0,0,1
34,7,1,2,1,1,1,49951,8063,1,1,1
39,4,1,2,1,0,1,10771,22293,1,0,1
48,4,1,2,1,1,1,13298,20311,0,0,0
52,3,1,2,1,1,1,41796,11537,0,0,1
60,3,1,2,1,0,0,22621,15793,0,1,0
33,5,1,1,1,0,0,27019,45261,1,1,1
39,5,2,2,1,1,0,34215,16650,1,1,0
36,4,1,2,1,0,1,19319,3600,0,0,0
42,4,2,1,1,1,0,10260,26442,1,0,0
46,6,1,1,1,0,0,15895,11251,1,0,1
26,7,0,0,0,0,0,24620,15668,1,0,1
55,1,1,2,1,0,0,21128,14847,1,1,1
34,6,2,2,1,1,0,37094,10857,1,1,0
39,5,1,1,1,0,0,48752,21797,1,1,1
42,5,2,2,1,1,1,33805,10234,1,1,0
61,1,1,2,1,0,0,10138,22597,0,1,1
32,7,1,2,1,1,0,18550,18103,1,1,0
60,1,1,1,1,1,0,12226,32681,1,1,0
21,5,0,0,0,0,1,19565,42619,1,0,0
23,7,0,0,0,1,0,43642,36550,1,1,1
35,7,2,1,1,0,1,41281,13401,1,0,1
45,5,2,1,1,0,0,18579,37371,0,0,0
29,4,0,0,1,0,0,7366,38624,1,1,1
28,7,0,0,1,0,1,34301,43575,0,1,1
56,1,2,2,1,1,1,3759,8232,1,1,1
45,5,1,1,1,0,0,41806,43002,1,1,1
37,5,1,1,1,1,0,27756,45289,0,1,0
62,1,2,2,1,0,1,715,41646,1,0,0
63,1,2,2,1,1,0,21751,8036,0,1,0
58,3,2,1,1,0,1,3241,43230,0,1,1
20,6,0,0,0,0,1,35875,12197,0,0,1
29,6,0,0,1,1,1,12676,28274,0,1,0
33,6,1,2,1,1,1,46762,26054,1,0,1
42,7,2,2,1,0,1,1095,43099,0,1,1
31,4,1,2,1,0,1,32741,47439,0,0,1
65,2,2,1,1,0,0,29250,27260,0,0,1
35,5,1,2,1,0,1,18553,8561,1,1,1
42,4,1,1,1,0,1,25425,6570,1,1,1
20,6,0,0,0,0,1,16725,14014,0,0,0
35,4,2,1,1,0,0,47367,15227,1,1,0
28,5,0,0,1,1,0,46951,5462,1,0,0
24,6,0,0,0,1,0,46586,5743,0,0,1
31,4,1,2,1,1,1,26750,2155,0,0,0
37,7,1,1,1,1,1,12757,45174,1,0,1
54,2,1,2,1,1,0,20460,4199,0,1,0
51,4,1,1,1,0,0,2857,11263,1,1,0
44,4,2,2,1,1,1,22134,5193,0,1,0
52,3,1,1,1,1,0,25108,16432,0,1,1
61,1,2,2,1,0,0,27503,40739,1,0,1
59,3,2,2,1,0,0,8195,43877,0,0,0
42,4,1,1,1,0,0,48918,34133,0,1,0
25,6,0,0,0,0,0,24588,43157,1,0,1
22,4,0,0,0,0,1,11486,18474,0,1,1
58,2,1,1,1,0,0,35666,12838,1,0,1
32,5,2,2,1,0,0,48774,11165,0,1,0
39,6,1,1,1,1,1,6379,10953,0,1,0
49,6,2,1,1,0,1,20687,7046,0,1,0
40,7,2,1,1,1,1,41094,6793,0,0,1
20,7,0,0,0,1,0,26589,17450,1,1,1
39,6,1,1,1,1,1,5444,30283,0,0,1
40,4,1,1,1,0,0,26112,23547,0,1,0
49,6,2,1,1,0,1,33190,11043,1,1,1
55,1,1,1,1,1,1,1055,32524,0,1,0
39,7,2,1,1,1,0,15605,5675,0,0,0
52,1,2,2,1,0,1,33465,45292,0,0,0
46,7,1,1,1,0,1,11656,26031,0,0,1
44,7,2,1,1,0,1,10512,4663,0,1,0
33,6,1,2,1,1,1,24423,13648,0,1,1
22,5,0,0,0,1,1,42155,4843,1,0,1
55,1,1,2,1,1,1,21874,20466,1,0,0
60,3,2,1,1,1,1,26739,29362,1,1,0
33,7,1,2,1,1,0,9478,2470,0,1,1
47,6,2,2,1,1,0,45645,21098,1,1,0
25,7,0,0,0,1,0,28306,4801,0,1,1
39,6,2,2,1,0,0,49115,7593,0,0,0
52,1,2,1,1,0,0,14292,19941,1,1,0
61,2,2,1,1,1,0,36187,19840,1,1,0
53,3,1,2,1,1,1,16546,13142,1,0,1
51,4,2,2,1,0,1,46355,45686,1,0,1
56,1,2,2,1,1,1,19702,36430,0,1,0
24,4,0,0,0,1,1,36608,21895,1,1,1
32,7,2,2,1,0,1,40501,31219,1,1,1
33,6,2,2,1,0,1,11632,27067,0,0,1
39,5,1,1,1,0,0,22961,33119,0,1,1
26,6,0,0,0,0,0,44007,2479,1,0,1
50,4,1,1,1,1,0,38265,30039,0,0,0
59,2,2,2,1,1,1,42744,21908,1,1,1
37,5,2,1,1,0,1,29119,32684,1,1,1
52,1,2,1,1,1,1,3431,23575,0,1,0
47,7,2,1,1,0,1,47661,43862,1,0,1
48,5,1,2,1,0,1,27466,12898,0,1,1
46,4,2,1,1,0,0,25507,40662,1,0,0
41,6,2,2,1,1,0,928,14959,1,1,1
63,1,1,2,1,0,0,31050,4232,1,1,0
55,2,1,1,1,0,0,28531,18338,1,0,1
24,4,0,0,0,1,0,47158,11996,1,1,0
38,6,1,2,1,0,0,23760,22109,1,0,1
25,6,0,0,0,0,0,44913,43817,0,0,1
50,4,1,2,1,0,1,31398,47200,0,0,1
31,7,2,2,1,0,1,26513,20479,1,1,1
38,4,1,2,1,0,1,10763,29707,0,1,1
20,7,0,0,0,0,1,35869,33974,1,1,1
21,4,0,0,0,0,0,2121,11265,1,0,0
30,6,0,2,1,1,0,38457,4685,1,0,1
52,2,2,1,1,0,1,46803,38253,1,0,0
32,4,2,2,1,0,0,16474,5567,1,0,1
49,7,1,1,1,0,1,47253,48006,1,1,1
34,4,2,1,1,1,1,6296,26556,1,1,0
63,3,1,1,1,0,1,12867,19391,0,1,0
55,1,2,1,1,1,1,6986,48382,0,1,0
27,7,0,0,1,0,0,44532,35706,0,0,0
55,3,2,1,1,0,1,34800,10193,0,1,1
39,7,1,1,1,1,0,9779,46998,0,1,1
50,5,2,1,1,1,1,12981,17295,1,1,1
41,6,2,1,1,1,0,28927,5737,1,1,1
45,4,1,2,1,0,1,37015,8836,1,0,0
28,5,0,0,1,0,1,8029,29225,1,0,0
61,2,1,1,1,1,1,9296,46808,1,1,1
37,7,1,1,1,0,1,47974,11821,1,1,1
22,7,0,0,0,1,0,4226,37078,1,1,1
52,2,2,2,1,1,0,28113,36425,0,0,0
35,6,1,2,1,0,0,13513,21951,0,1,0
58,3,1,1,1,0,1,48037,43892,1,1,0
65,1,1,2,1,0,0,1044,27281,1,1,1
24,7,0,0,0,1,1,47304,28643,1,1,0
23,4,0,0,0,1,1,35989,48585,1,1,0
40,5,2,1,1,1,0,31150,3970,1,1,0
37,5,2,2,1,1,0,24610,7327,0,0,1
48,7,1,1,1,1,0,12422,47626,0,1,1
50,5,2,2,1,1,1,8556,6918,0,1,1
53,3,2,1,1,0,0,21060,28581,1,0,0
63,2,1,2,1,0,1,13958,33179,0,1,0
34,7,1,1,1,0,1,46330,46706,1,0,0
61,2,1,1,1,1,0,29240,35198,0,0,0
56,2,1,1,1,0,0,39926,22271,1,1,0
20,7,0,0,0,0,1,6022,39401,1,0,0
43,6,2,2,1,0,1,24039,19292,0,0,0
51,5,2,1,1,0,0,19127,20223,0,1,1
38,5,1,2,1,1,1,15180,47746,0,0,1
27,4,0,0,1,1,1,28989,36394,1,1,0
26,6,0,0,0,0,0,14237,3981,1,0,0
60,3,1,1,1,0,0,25850,9275,0,1,0
47,4,1,1,1,0,0,23058,43392,0,1,0
23,7,0,0,0,0,1,46941,29956,1,0,1
64,2,2,1,1,0,0,1274,4594,1,0,1
56,2,1,2,1,0,0,42895,46499,1,0,0
21,4,0,0,0,1,0,13254,43237,1,1,1
30,7,0,1,1,1,0,23854,48393,0,0,1
41,6,2,1,1,0,1,31320,23140,1,0,0
31,7,2,2,1,0,0,25486,11394,0,1,0
45,5,2,2,1,0,0,36300,26653,1,1,0
20,6,0,0,0,0,1,22932,18148,0,0,0
23,7,0,0,0,1,1,16013,41581,0,0,1
35,5,1,2,1,1,1,8389,6487,0,1,0
55,2,1,1,1,1,0,43637,3250,0,0,1
41,4,2,2,1,1,0,36880,16938,1,0,0
46,4,1,2,1,0,0,33169,32084,1,0,0
56,2,2,2,1,1,0,21245,20352,1,1,1
37,5,1,2,1,1,1,7060,30745,0,0,1
43,6,2,1,1,1,0,22091,47740,1,0,0
33,5,1,1,1,1,1,19861,42315,0,0,1
62,2,2,1,1,1,0,10560,43948,1,1,1
37,4,2,1,1,0,1,40239,8922,1,0,1
27,7,0,0,1,0,1,45629,338,1,1,1
39,4,2,2,1,1,0,31894,39236,1,0,0
63,2,1,2,1,1,1,29950,23200,0,0,0
36,5,2,2,1,0,0,37196,40175,0,1,1
25,7,0,0,0,0,1,45303,20970,1,1,1
50,7,2,1,1,0,0,31086,12611,1,1,0
43,7,1,1,1,1,1,49469,45399,1,1,1
44,5,1,2,1,1,0,28808,32335,0,1,0
40,5,1,1,1,1,0,18263,44520,0,0,1
45,7,2,1,1,1,1,24781,2514,1,1,0
28,7,0,0,1,1,1,13363,45529,0,1,0
32,6,2,2,1,1,1,7246,21775,0,0,0
51,6,1,1,1,1,1,36075,13295,1,1,0
44,6,2,1,1,1,1,38687,22877,0,0,1
39,4,1,1,1,0,0,39877,24567,1,1,1
51,5,2,2,1,0,1,26858,27066,1,1,0
23,7,0,0,0,0,1,7133,5492,1,1,0
37,7,1,2,1,0,0,6153,18714,0,1,0
29,4,0,0,1,1,1,1462,32034,0,1,0
61,1,2,2,1,0,0,5431,29994,0,0,0
36,5,2,1,1,0,0,1648,6343,0,0,0
64,3,2,1,1,1,0,33109,16285,1,1,1
32,7,1,2,1,0,0,26362,21425,0,1,1
29,5,0,0,1,1,1,4526,41129,0,0,0
26,7,0,0,0,1,0,27358,3859,0,1,1
41,6,1,2,1,1,1,6064,12492,1,1,1
62,2,1,2,1,0,0,32638,34800,0,1,1
52,3,2,1,1,0,0,24270,16171,0,1,0
30,5,0,1,1,1,1,4054,6355,1,0,1
57,2,2,1,1,1,1,30625,46217,0,1,0
42,4,1,2,1,0,1,37633,2252,1,1,1
51,5,2,2,1,1,0,6254,15894,0,1,0
29,4,0,0,1,0,1,46915,47393,1,0,1
27,7,0,0,1,0,1,48922,18862,1,1,0
56,1,2,2,1,0,1,18121,23414,0,0,0
48,5,2,2,1,0,1,16351,13401,0,0,0
42,4,2,2,1,0,1,37867,22868,0,1,1
64,1,1,2,1,1,1,35898,5157,0,1,0
43,4,2,1,1,0,1,28557,9280,0,0,0
60,2,2,1,1,1,1,30628,21829,1,1,0
46,6,1,2,1,1,0,14207,36242,1,0,0
54,2,2,2,1,0,1,36126,2173,1,0,0
49,6,1,2,1,1,0,8653,6897,1,0,0
20,6,0,0,0,1,1,19516,801,1,0,0
26,6,0,0,0,1,1,8736,32638,0,0,1
57,1,1,1,1,0,1,47274,2347,1,0,0
53,2,2,1,1,1,1,42569,15252,1,1,0
49,5,1,1,1,0,0,11720,35855,1,0,1
29,7,0,0,1,1,1,14364,23847,1,1,1
44,6,2,2,1,1,0,43501,2859,0,1,1
21,7,0,0,0,0,1,28007,18928,1,1,0
52,3,2,2,1,1,1,32931,4937,0,0,1
59,2,1,2,1,1,1,21987,10672,1,0,1
52,3,2,1,1,1,1,31916,14419,1,1,0
29,4,0,0,1,0,1,6219,45565,1,1,0
38,6,2,1,1,1,1,965,4112,1,1,0
36,6,2,1,1,1,1,31939,44022,0,0,1
30,4,0,2,1,1,0,9656,3869,0,1,1
24,6,0,0,0,0,1,46857,25427,0,0,1
65,1,1,1,1,1,0,38292,43117,0,0,1
31,6,2,2,1,0,0,48447,39270,1,1,1
63,2,1,2,1,0,1,40707,24919,0,0,0
37,5,1,1,1,1,1,49198,27365,0,1,1
36,7,1,1,1,0,0,18937,48058,0,0,1
47,5,1,1,1,1,1,48016,20552,0,0,1
42,7,2,1,1,1,0,11101,48630,1,0,1
50,7,1,1,1,0,1,14014,2981,0,0,1
63,2,2,1,1,1,1,32422,6613,1,0,1
58,2,1,2,1,0,1,7653,25684,0,1,0
63,3,1,2,1,0,0,17204,31584,1,1,1
27,5,0,0,1,0,1,47070,41633,0,0,0
37,6,1,1,1,0,1,28226,2381,0,0,1
39,7,2,1,1,1,0,19765,34085,1,1,1
43,5,2,1,1,0,1,10959,41940,1,1,0
42,4,2,2,1,1,0,42347,15784,1,1,0
58,3,2,2,1,1,1,12502,714,0,1,0
34,7,2,2,1,1,0,28160,46995,1,1,0
56,2,1,1,1,0,1,10901,37800,1,1,0
51,7,2,1,1,0,0,26977,23356,1,0,1
47,5,2,1,1,0,1,24478,23502,1,1,1
61,1,2,2,1,1,0,6232,48353,1,1,0
20,5,0,0,0,0,0,2106,12295,1,0,0
59,2,1,1,1,1,1,19712,46435,1,1,1
38,4,2,2,1,0,1,39404,43620,0,1,0
63,1,1,2,1,1,0,11844,14474,1,0,0
31,7,1,1,1,0,1,38562,45812,1,0,1
22,6,0,0,0,1,1,7262,39292,1,0,0
22,7,0,0,0,1,0,8316,16305,0,1,0
47,4,1,2,1,0,1,10992,8691,0,1,0
49,7,1,2,1,0,0,28458,37052,1,1,0
48,5,2,1,1,0,1,25990,16893,1,1,1
55,3,1,2,1,0,1,1847,48037,0,1,0
24,5,0,0,0,0,0,19265,20766,1,0,0
47,6,1,1,1,0,1,22895,38409,1,1,0
59,2,1,2,1,0,1,35759,35928,0,1,0
34,4,1,1,1,1,0,2125,27921,0,1,0
54,3,2,1,1,0,0,2149,12429,1,0,1
59,1,2,1,1,0,1,41477,31600,1,0,1
45,5,1,1,1,0,0,38128,16467,0,0,1
51,5,2,1,1,1,1,21544,265,1,0,1
41,5,1,1,1,1,1,29342,22045,0,1,1
44,6,2,1,1,0,0,30695,2318,0,0,1
62,3,2,1,1,0,1,12977,35779,0,1,0
21,6,0,0,0,0,1,16129,45724,1,1,1
46,5,2,2,1,0,1,10057,44884,1,1,1
29,7,0,0,1,0,0,28298,40495,1,1,0
26,7,0,0,0,0,1,31960,9604,1,1,1
54,2,1,1,1,0,0,46851,39934,0,0,1
39,6,1,1,1,0,0,44581,6797,1,0,1
47,7,1,1,1,1,0,14189,34431,1,0,1
55,2,1,2,1,0,0,17325,30986,0,1,0
